{-0.7805, 5.5019, 6.6391}
|{0.3838, -0.7804, 0.3724}
{1.3384, 5.3558, 6.7205}
|{0.3838, -0.7804, 0.3724}
{1.3384, 5.3558, 6.7205}
|{0.2975, -0.9956, 0.5204}
{1.3288, 5.0781, 8.5593}
|{0.2975, -0.9956, 0.5204}
{1.3288, 5.0781, 8.5593}
|{0.0887, -0.9658, 0.5652}
{1.2139, 5.7197, 9.0549}
|{0.0887, -0.9658, 0.5652}
{1.2139, 5.7197, 9.0549}
|{0.2922, -1.198, 0.5503}
{1.3192, 5.5952, 5.9424}
|{0.2922, -1.198, 0.5503}
{1.3192, 5.5952, 5.9424}
|{0.6565, -1.0734, 0.529}
{1.9704, 6.1411, 6.7828}
|{0.6565, -1.0734, 0.529}
{1.9704, 6.1411, 6.7828}
|{0.3764, -0.6931, 0.595}
{2.2889, 6.8139, 8.7125}
|{0.3764, -0.6931, 0.595}
{2.2889, 6.8139, 8.7125}
|{-0.0401, -0.3586, 0.6376}
{1.5131, 6.0693, 6.8905}
|{-0.0401, -0.3586, 0.6376}
{1.5131, 6.0693, 6.8905}
|{0.0408, -0.0103, 0.4917}
{1.6712, 5.8131, 7.0174}
|{0.0408, -0.0103, 0.4917}
{1.6712, 5.8131, 7.0174}
|{-0.1669, 0.6662, 0.2307}
{1.1253, 5.624, 8.8921}
|{-0.1669, 0.6662, 0.2307}
{1.1253, 5.624, 8.8921}
|{-0.4471, 0.6555, 0.0123}
{1.573, 5.5905, 8.5976}
|{-0.4471, 0.6555, 0.0123}
{1.573, 5.5905, 8.5976}
|{-0.3469, 0.3519, 6.0E-4}
{3.0885, 4.5753, 9.0261}
|{-0.3469, 0.3519, 6.0E-4}
{3.0885, 4.5753, 9.0261}
|{-0.1445, 0.1346, 0.1583}
{4.8961, 3.8475, 9.3829}
|{-0.1445, 0.1346, 0.1583}
{4.8961, 3.8475, 9.3829}
|{-0.0572, 0.6129, 0.2744}
{4.8698, 3.0981, 7.1802}
|{-0.0572, 0.6129, 0.2744}
{4.8698, 3.0981, 7.1802}
|{-0.2915, 2.23, 0.0571}
{3.462, 2.9066, 3.802}
|{-0.2915, 2.23, 0.0571}
{3.462, 2.9066, 3.802}
|{-0.8838, 3.8684, -0.3776}
{1.6616, 0.3926, 6.0238}
|{-0.8838, 3.8684, -0.3776}
{1.6616, 0.3926, 6.0238}
|{-1.6317, 4.3009, -0.6812}
{-0.5483, -0.5291, 5.9903}
|{-1.6317, 4.3009, -0.6812}
{-0.5483, -0.5291, 5.9903}
|{-1.8777, 3.3166, -0.7898}
{0.0886, -1.2689, 5.7844}
|{-1.8777, 3.3166, -0.7898}
{0.0886, -1.2689, 5.7844}
|{-1.507, 1.3831, -0.4074}
{3.1723, -0.4525, 7.1323}
|{-1.507, 1.3831, -0.4074}
{3.1723, -0.4525, 7.1323}
|{-1.4932, 0.4606, 0.0283}
{4.6208, -0.4908, 7.5681}
|{-1.4932, 0.4606, 0.0283}
{4.6208, -0.4908, 7.5681}
|{-1.5667, 0.6587, -0.0921}
{4.5179, -0.929, 7.8937}
|{-1.5667, 0.6587, -0.0921}
{4.5179, -0.929, 7.8937}
|{-1.6391, 1.7272, -0.8271}
{-1.0415, -4.7453, -2.3535}
|{-1.6391, 1.7272, -0.8271}
{-1.0415, -4.7453, -2.3535}
|{-1.5603, 3.1376, -1.8572}
{-2.8802, -6.5242, -6.3949}
|{-1.5603, 3.1376, -1.8572}
{-2.8802, -6.5242, -6.3949}
|{-1.7872, 2.6497, -2.2162}
{-1.2546, -5.9017, -2.2865}
|{-1.7872, 2.6497, -2.2162}
{-1.2546, -5.9017, -2.2865}
|{-3.6589, 1.9402, -2.1278}
{-2.4349, -9.754, 8.2911}
|{-3.6589, 1.9402, -2.1278}
{-2.4349, -9.754, 8.2911}
|{-6.1441, 2.2641, -2.6796}
{-5.5809, -10.647, 10.7021}
|{-6.1441, 2.2641, -2.6796}
{-5.5809, -10.647, 10.7021}
|{-6.7747, 2.9522, -3.8439}
{-9.3829, -11.0516, 9.5553}
|{-6.7747, 2.9522, -3.8439}
{-9.3829, -11.0516, 9.5553}
|{-5.718, 3.0119, -4.742}
{-16.0555, -11.4658, 1.391}
|{-5.718, 3.0119, -4.742}
{-16.0555, -11.4658, 1.391}
|{-4.5824, 2.5741, -5.1851}
{-19.6127, -14.4011, 0.4645}
|{-4.5824, 2.5741, -5.1851}
{-19.6127, -14.4011, 0.4645}
|{-4.6804, 1.9871, -4.8559}
{-17.2526, -13.9438, 12.6007}
|{-4.6804, 1.9871, -4.8559}
{-17.2526, -13.9438, 12.6007}
|{-5.6839, 2.0127, -3.6628}
{-18.0738, -11.1785, 13.5775}
|{-5.6839, 2.0127, -3.6628}
{-18.0738, -11.1785, 13.5775}
|{-4.7667, 1.9765, -3.0535}
{-19.6127, -11.6071, 7.8769}
|{-4.7667, 1.9765, -3.0535}
{-19.6127, -11.6071, 7.8769}
|{-2.8876, 2.4771, -2.7414}
{-19.0914, -9.5553, 0.6728}
|{-2.8876, 2.4771, -2.7414}
{-19.0914, -9.5553, 0.6728}
|{-1.9843, 3.667, -1.9691}
{-12.6893, -8.3079, -1.2689}
|{-1.9843, 3.667, -1.9691}
{-12.6893, -8.3079, -1.2689}
|{-2.193, 5.0008, -1.1392}
{-14.8033, -8.5688, 0.407}
|{-2.193, 5.0008, -1.1392}
{-14.8033, -8.5688, 0.407}
|{-2.6511, 5.3331, -1.0593}
{-19.6127, -8.5449, 2.3918}
|{-2.6511, 5.3331, -1.0593}
{-19.6127, -8.5449, 2.3918}
|{-2.7182, 4.891, -0.9901}
{-16.8145, -8.0302, 15.4761}
|{-2.7182, 4.891, -0.9901}
{-16.8145, -8.0302, 15.4761}
|{-2.5563, 4.8015, -0.2007}
{-6.5793, -5.0637, 10.1418}
|{-2.5563, 4.8015, -0.2007}
{-6.5793, -5.0637, 10.1418}
|{-0.3587, 6.5401, 0.6994}
{-1.2929, -6.9049, 0.8404}
|{-0.3587, 6.5401, 0.6994}
{-1.2929, -6.9049, 0.8404}
|{2.7114, 8.4618, 0.6856}
{-2.6264, -10.161, -5.9065}
|{2.7114, 8.4618, 0.6856}
{-2.6264, -10.161, -5.9065}
|{2.6646, 8.1177, 0.1881}
{-3.474, -8.9208, -6.529}
|{2.6646, 8.1177, 0.1881}
{-3.474, -8.9208, -6.529}
|{1.0837, 7.0205, -0.5917}
{-8.3342, -9.5361, -2.5666}
|{1.0837, 7.0205, -0.5917}
{-8.3342, -9.5361, -2.5666}
|{-0.071, 5.902, -1.3278}
{-6.6942, -10.7931, -3.6272}
|{-0.071, 5.902, -1.3278}
{-6.6942, -10.7931, -3.6272}
|{-0.543, 3.9312, -1.3193}
{-5.0733, -11.2671, -5.7269}
|{-0.543, 3.9312, -1.3193}
{-5.0733, -11.2671, -5.7269}
|{-0.2191, 2.1661, -0.4202}
{-5.5976, -9.3925, -5.4899}
|{-0.2191, 2.1661, -0.4202}
{-5.5976, -9.3925, -5.4899}
|{-0.6292, 1.1093, -0.2007}
{-7.1228, -7.0844, -3.3423}
|{-0.6292, 1.1093, -0.2007}
{-7.1228, -7.0844, -3.3423}
|{-1.1938, 1.6175, -0.4639}
{-5.5761, -5.1811, -10.7452}
|{-1.1938, 1.6175, -0.4639}
{-5.5761, -5.1811, -10.7452}
|{-1.1406, 2.5996, -0.6141}
{-6.5793, -2.4612, -2.569}
|{-1.1406, 2.5996, -0.6141}
{-6.5793, -2.4612, -2.569}
|{-1.605, 1.8934, -0.3147}
{-8.9519, 3.0622, 15.4761}
|{-1.605, 1.8934, -0.3147}
{-8.9519, 3.0622, 15.4761}
|{-1.5688, 0.1538, 0.3106}
{-1.1803, 1.8794, 2.1811}
|{-1.5688, 0.1538, 0.3106}
{-1.1803, 1.8794, 2.1811}
|{0.3295, -0.0401, 0.9551}
{-1.0319, -3.8068, -3.5171}
|{0.3295, -0.0401, 0.9551}
{-1.0319, -3.8068, -3.5171}
|{1.5641, 1.9381, 0.3489}
{-0.3974, -3.1795, -3.8188}
|{1.5641, 1.9381, 0.3489}
{-0.3974, -3.1795, -3.8188}
|{1.7133, 2.4281, -0.0974}
{-1.6879, -2.9951, 0.4357}
|{1.7133, 2.4281, -0.0974}
{-1.6879, -2.9951, 0.4357}
|{1.693, 0.3967, 0.0922}
{-3.7996, -6.6248, -0.4764}
|{1.693, 0.3967, 0.0922}
{-3.7996, -6.6248, -0.4764}
|{1.8784, -0.5099, 0.1934}
{-4.8387, -6.9432, -3.0742}
|{1.8784, -0.5099, 0.1934}
{-4.8387, -6.9432, -3.0742}
|{2.1373, 0.81, -0.1272}
{0.2801, -9.2464, -4.6639}
|{2.1373, 0.81, -0.1272}
{0.2801, -9.2464, -4.6639}
|{2.3152, 0.7759, -5.0E-4}
{0.1796, -9.73, -4.5993}
|{2.3152, 0.7759, -5.0E-4}
{0.1796, -9.73, -4.5993}
|{1.9434, -0.3234, 0.2509}
{-4.2641, -8.4563, -0.237}
|{1.9434, -0.3234, 0.2509}
{-4.2641, -8.4563, -0.237}
|{1.2584, -0.9445, 0.138}
{-4.707, -10.2089, 1.5203}
|{1.2584, -0.9445, 0.138}
{-4.707, -10.2089, 1.5203}
|{0.9559, -0.9956, 0.0592}
{-3.8451, -10.6925, -1.7214}
|{0.9559, -0.9956, 0.0592}
{-3.8451, -10.6925, -1.7214}
|{0.8163, 0.0643, -0.0132}
{-0.3089, -8.734, -4.2808}
|{0.8163, 0.0643, -0.0132}
{-0.3089, -8.734, -4.2808}
|{0.4861, 0.3615, 0.1284}
{2.2505, -8.2696, -2.1332}
|{0.4861, 0.3615, 0.1284}
{2.2505, -8.2696, -2.1332}
|{0.0611, -0.1967, 0.1934}
{-0.9505, -9.8186, -1.81}
|{0.0611, -0.1967, 0.1934}
{-0.9505, -9.8186, -1.81}
|{0.0749, -0.9285, -0.3414}
{-0.8452, -11.5185, -4.8123}
|{0.0749, -0.9285, -0.3414}
{-0.8452, -11.5185, -4.8123}
|{0.3583, -1.4324, -0.9017}
{-2.0638, -10.7236, -1.798}
|{0.3583, -1.4324, -0.9017}
{-2.0638, -10.7236, -1.798}
|{0.4648, -1.9086, -1.3097}
{-5.8634, -11.2863, -2.3703}
|{0.4648, -1.9086, -1.3097}
{-5.8634, -11.2863, -2.3703}
|{0.7524, -1.2896, -1.9648}
{-5.7341, -11.5377, -0.9098}
|{0.7524, -1.2896, -1.9648}
{-5.7341, -11.5377, -0.9098}
|{1.1625, -0.2691, -2.1097}
{-4.2952, -10.5058, 1.7382}
|{1.1625, -0.2691, -2.1097}
{-4.2952, -10.5058, 1.7382}
|{1.5727, -0.659, -1.4865}
{-2.4134, -10.9654, 2.2841}
|{1.5727, -0.659, -1.4865}
{-2.4134, -10.9654, 2.2841}
|{1.9966, -1.0031, -0.6119}
{1.6041, -9.6774, 0.1173}
|{1.9966, -1.0031, -0.6119}
{1.6041, -9.6774, 0.1173}
|{2.0606, -0.643, 0.0134}
{0.0192, -8.6886, 0.4286}
|{2.0606, -0.643, 0.0134}
{0.0192, -8.6886, 0.4286}
|{1.6068, -0.4736, 0.1476}
{-3.2825, -8.5258, 2.0446}
|{1.6068, -0.4736, 0.1476}
{-3.2825, -8.5258, 2.0446}
|{1.1466, -0.6622, 0.1689}
{-14.2, -6.2776, -5.1691}
|{1.1466, -0.6622, 0.1689}
{-14.2, -6.2776, -5.1691}
|{0.8738, -0.9072, 0.4587}
{-0.9074, -14.1641, -3.9385}
|{0.8738, -0.9072, 0.4587}
{-0.9074, -14.1641, -3.9385}
|{0.191, 0.5991, 1.7839}
{3.948, -17.4274, 10.4411}
|{0.191, 0.5991, 1.7839}
{3.948, -17.4274, 10.4411}
|{-1.0021, 0.9314, 2.4592}
{-1.3815, -17.0395, -3.7206}
|{-1.0021, 0.9314, 2.4592}
{-1.3815, -17.0395, -3.7206}
|{0.1218, 0.892, 1.3173}
{-2.4732, -9.9335, -0.6129}
|{0.1218, 0.892, 1.3173}
{-2.4732, -9.9335, -0.6129}
|{0.3391, 2.1341, 0.4086}
{-1.5754, -8.6167, 0.0359}
|{0.3391, 2.1341, 0.4086}
{-1.5754, -8.6167, 0.0359}
|{-0.8199, 2.3919, -0.0218}
{-2.6719, -8.509, -0.0168}
|{-0.8199, 2.3919, -0.0218}
{-2.6719, -8.509, -0.0168}
|{-1.2215, 2.4228, -0.4607}
{-0.2035, -7.446, -2.5857}
|{-1.2215, 2.4228, -0.4607}
{-0.2035, -7.446, -2.5857}
|{-0.6889, 0.5298, -0.6695}
{-0.3017, -8.8562, -0.3424}
|{-0.6889, 0.5298, -0.6695}
{-0.3017, -8.8562, -0.3424}
|{-0.5376, -0.8081, -0.7813}
{-2.15, -8.8705, 0.2059}
|{-0.5376, -0.8081, -0.7813}
{-2.15, -8.8705, 0.2059}
|{-0.7784, -0.8614, -1.5408}
{-2.988, -9.1051, 0.2418}
|{-0.7784, -0.8614, -1.5408}
{-2.988, -9.1051, 0.2418}
|{-0.4066, 0.3264, -2.0138}
{-1.652, -11.4347, -0.0311}
|{-0.4066, 0.3264, -2.0138}
{-1.652, -11.4347, -0.0311}
|{0.2613, 0.9634, -1.3406}
{-0.5722, -9.7803, -0.1245}
|{0.2613, 0.9634, -1.3406}
{-0.5722, -9.7803, -0.1245}
|{0.5159, 0.4894, -0.0953}
{-1.0415, -9.7252, 0.1053}
|{0.5159, 0.4894, -0.0953}
{-1.0415, -9.7252, 0.1053}
|{0.1282, 0.2763, 0.1274}
{-1.5275, -9.6223, 0.0527}
|{0.1282, 0.2763, 0.1274}
{-1.5275, -9.6223, 0.0527}
|{-0.07, 0.2603, 0.0975}
{0.6033, 0.5219, -3.5075}
|{-0.07, 0.2603, 0.0975}
{0.6033, 0.5219, -3.5075}
|{0.3902, 0.2198, 0.024}
{-0.6129, -0.6009, -0.9744}
|{0.3902, 0.2198, 0.024}
{-0.6129, -0.6009, -0.9744}
|{1.4789, -0.1051, -0.8271}
{-0.2514, -10.8266, -1.5562}
|{1.4789, -0.1051, -0.8271}
{-0.2514, -10.8266, -1.5562}
|{0.4147, 0.3871, -1.4812}
{-3.1412, -19.6133, -7.1802}
|{0.4147, 0.3871, -1.4812}
{-3.1412, -19.6133, -7.1802}
|{-0.3672, 0.4595, -1.5643}
{3.1292, -9.1147, 10.8888}
|{-0.3672, 0.4595, -1.5643}
{3.1292, -9.1147, 10.8888}
|{-2.1824, 0.5991, -0.5107}
{-5.1164, -2.083, -3.3591}
|{-2.1824, 0.5991, -0.5107}
{-5.1164, -2.083, -3.3591}
|{0.0312, 0.3381, -0.8623}
{1.7286, -11.71, -1.8268}
|{0.0312, 0.3381, -0.8623}
{1.7286, -11.71, -1.8268}
|{0.632, 0.5788, -1.3629}
{1.7573, -14.4155, -0.5411}
|{0.632, 0.5788, -1.3629}
{1.7573, -14.4155, -0.5411}
|{-0.0199, 0.4212, -1.103}
{1.1037, -16.4362, -2.387}
|{-0.0199, 0.4212, -1.103}
{1.1037, -16.4362, -2.387}
|{-0.0093, 0.5341, -0.7355}
{2.2098, -15.5623, 0.7254}
|{-0.0093, 0.5341, -0.7355}
{2.2098, -15.5623, 0.7254}
|{-0.2138, 0.3221, 0.0645}
{1.2426, -12.9407, 0.0958}
|{-0.2138, 0.3221, 0.0645}
{1.2426, -12.9407, 0.0958}
|{-0.2607, 0.0132, 0.1977}
{0.2993, -11.6119, -0.9218}
|{-0.2607, 0.0132, 0.1977}
{0.2993, -11.6119, -0.9218}
|{-0.1967, -0.2393, 0.0709}
{0.3041, -11.2551, -1.1636}
|{-0.1967, -0.2393, 0.0709}
{0.3041, -11.2551, -1.1636}
|{-0.1584, -0.5045, 0.0453}
{0.4908, -10.5608, -0.9649}
|{-0.1584, -0.5045, 0.0453}
{0.4908, -10.5608, -0.9649}
|{-0.1712, -0.5802, 0.0592}
{0.4597, -11.3557, -1.6305}
|{-0.1712, -0.5802, 0.0592}
{0.4597, -11.3557, -1.6305}
|{-0.1222, -0.5269, 0.1529}
{0.2466, -7.6375, 0.7398}
|{-0.1222, -0.5269, 0.1529}
{0.2466, -7.6375, 0.7398}
|{0.0728, -0.1115, 0.2019}
{-0.2682, -2.1596, -3.6631}
|{0.0728, -0.1115, 0.2019}
{-0.2682, -2.1596, -3.6631}
|{0.8217, 0.5916, -0.1102}
{0.5914, -9.5241, 0.3903}
|{0.8217, 0.5916, -0.1102}
{0.5914, -9.5241, 0.3903}
|{0.4424, 0.5916, 0.0251}
{0.6153, -10.9056, 0.1317}
|{0.4424, 0.5916, 0.0251}
{0.6153, -10.9056, 0.1317}
|{-0.1105, 0.4446, 0.0826}
{-0.0263, -10.4483, 0.2011}
|{-0.1105, 0.4446, 0.0826}
{-0.0263, -10.4483, 0.2011}
|{-0.0082, 0.3786, 0.0475}
{0.079, -9.8809, -0.1365}
|{-0.0082, 0.3786, 0.0475}
{0.079, -9.8809, -0.1365}
|{0.0472, 0.4276, 0.0464}
{0.0239, -9.4403, -0.6608}
|{0.0472, 0.4276, 0.0464}
{0.0239, -9.4403, -0.6608}
|{0.0824, 0.4904, 0.0443}
{-0.2107, -9.5648, -0.8619}
|{0.0824, 0.4904, 0.0443}
{-0.2107, -9.5648, -0.8619}
|{0.0642, 0.4968, 0.0347}
{-0.5267, -9.5002, -0.4238}
|{0.0642, 0.4968, 0.0347}
{-0.5267, -9.5002, -0.4238}
|{0.0366, 0.4478, 0.0326}
{-0.5842, -9.4379, -0.1891}
|{0.0366, 0.4478, 0.0326}
{-0.5842, -9.4379, -0.1891}
|{0.0366, 0.4744, 0.0358}
{-0.5124, -9.481, -0.395}
|{0.0366, 0.4744, 0.0358}
{-0.5124, -9.481, -0.395}
|{0.0493, 0.5192, 0.0571}
{-0.7805, -9.5529, -0.5531}
|{0.0493, 0.5192, 0.0571}
{-0.7805, -9.5529, -0.5531}
|{0.0419, 0.5139, 0.0741}
{-0.7278, -9.7085, -0.6345}
|{0.0419, 0.5139, 0.0741}
{-0.7278, -9.7085, -0.6345}
